time (s),inlet temp (K),outlet temp (K)
7261.5,768.679660517732,779.442886939052
7262,768.493221931775,779.235861579104
7262.5,768.306968886152,779.037256492955
7263,768.120874875103,778.845990880373
7263.5,767.93499291015,778.658865608633
7264,767.749299430618,778.473391539982
7264.5,767.563820942268,778.28731721235
7265,767.378560390184,778.098994994978
7265.5,767.193514829282,777.908157469636
7266,767.008687204647,777.713346390912
7266.5,766.82410991221,777.515166633399
7267,766.639777061802,777.314115071888
7267.5,766.455694543592,777.11158107287
7268,766.271856467411,776.910018482586
7268.5,766.088301119359,776.713350254134
7269,765.905019664183,776.52673908656
7269.5,765.722020937137,776.356210031887
7270,765.539299048051,776.206947986696
7270.5,765.356859887095,776.080513602262
7271,765.174756465794,775.974303553885
7271.5,764.992932827537,775.883987862455
7272,764.811421368256,775.807869038476
7272.5,764.630248593715,775.74943075386
7273,764.449417448997,775.714566626236
7273.5,764.26889553817,775.705861194043
7274,764.088744708014,775.716978683344
7274.5,763.908935507682,775.732911221832
7275,763.729467937172,775.733314852652
7275.5,763.55040089818,775.697952662773
7276,763.371675489011,775.612496532955
7276.5,763.193353556445,775.471115002348
7277,763.015402704548,775.27624554224
7277.5,762.837855329253,775.036400616826
7278,762.660708485475,774.763296705888
7278.5,762.483965118299,774.469282023168
7279,762.307625227725,774.164215245916
7279.5,762.131718264599,773.860071389646
7280,761.956247174007,773.563073106578
7280.5,761.781206065779,773.278867839136
7281,761.606600830084,773.011304169598
7281.5,761.432460917769,772.762850716675
7282,761.25878338375,772.53624391451
7282.5,761.085541722264,772.331162495242
7283,760.912794835005,772.150599358501
7283.5,760.740513271126,771.996166063513
7284,760.568723536389,771.868195504959
7284.5,760.397405015203,771.76425196655
7285,760.226607774005,771.679218149881
7285.5,760.056308252119,771.606586948491
7286,759.886503504459,771.540713607413
7286.5,759.717255377806,771.478483956246
7287,759.548504970464,771.41828984788
7287.5,759.380278788195,771.357291040226
7288,759.212582721171,771.289571566459
7288.5,759.045469780913,771.207699182612
7289,758.878857505052,771.105665715956
7289.5,758.712834246128,770.980890849662
7290,758.547364663125,770.834127439901
7290.5,758.382484097058,770.668399744464
7291,758.218163097082,770.487499848913
7291.5,758.054431114042,770.295626585698
7292,757.891285202855,770.09659603745
7292.5,757.728757759451,769.8937715424
7293,757.566792827223,769.689688170158
7293.5,757.40547286854,769.486068765949
7294,757.244744871879,769.283770103321
7294.5,757.084667738933,769.08321081209
7295,756.925176677839,768.884516479007
7295.5,756.766339425545,768.687482771045
7296,756.608150091882,768.491909231997
7296.5,756.450611621935,768.297414523493
7297,756.293721070617,768.103860799289
7297.5,756.1374843281,767.911214554087
7298,755.981927900145,767.719855913433
7298.5,755.827022335905,767.530175179909
7299,755.672800031312,767.342535071051
7299.5,755.519287492128,767.156995143762
7300,755.366425816659,766.973529952154
7300.5,755.214276851684,766.79197175109
7301,755.062840597203,766.612347573997
7301.5,754.912117053215,766.434579329257
7302,754.762076768875,766.258846432726
7302.5,754.61277570079,766.085568971603
7303,754.464190288283,765.915197953219
7303.5,754.316347037117,765.748225450674
7304,754.169245947291,765.585074796031
7304.5,754.022889963891,765.426220464991
7305,753.877276141831,765.271915778741
7305.5,753.732407426196,765.122205153272
7306,753.588310322749,764.977111787896
7306.5,753.444990721658,764.836646200506
7307,753.302413281908,764.701027574597
7307.5,753.160639850277,764.570400885136
7308,753.019643921002,764.445086444658
7308.5,752.879419603915,764.325343282985
7309,752.740002240031,764.211207232716
7309.5,752.601388884267,764.102664036734
7310,752.463582481706,763.999502238639
7310.5,752.326580087263,763.901276478492
7311,752.190384646025,763.807203869991
7311.5,752.055022663752,763.716020274843
7312,751.92049708553,763.625947893463
7312.5,751.786781405595,763.535069106537
7313,751.653928635474,763.441244142195
7313.5,751.521882818556,763.342682634523
7314,751.39070580162,763.237955968022
7314.5,751.260391694496,763.126145504107
7315,751.130916936508,763.00678305592
7315.5,751.002340429348,762.879731545512
7316,750.874600326239,762.745392336373
7316.5,750.747726078027,762.604650933973
7317,750.621753025728,762.458641462583
7317.5,750.496645828327,762.308694633824
7318,750.37243393667,762.156295218138
7318.5,750.249123240927,762.002741421782
7319,750.126710796012,761.849272786324
7319.5,750.005196601926,761.696937374434
7320,749.884580658669,761.546685690229
7320.5,749.764892417087,761.399208607014
7321,749.646134822266,761.255005034016
7321.5,749.528275478274,761.114381828487
7322,749.411343835957,760.977477092266
7322.5,749.295342840401,760.844259269062
7323,749.180272491604,760.714602521743
7323.5,749.066159295331,760.588140020599
7324,748.952976745818,760.46457421508
7324.5,748.840754293911,760.343463813188
7325,748.729491939612,760.224383039939
7325.5,748.619160232074,760.106370502519
7326,748.509818072989,759.990116792508
7326.5,748.401438956597,759.874799815776
7327,748.294016992726,759.760081996388
7327.5,748.187587522395,759.645575699494
7328,748.08211814967,759.530891831965
7328.5,747.9776383254,759.415750407566
7329,747.874153939753,759.299964698161
7329.5,747.771656157476,759.183309046512
7330,747.670150868737,759.06587456666
7330.5,747.569638073536,758.94763025117
7331,747.470147222722,758.828853569757
7331.5,747.371678316293,758.709669401394
7332,747.274198958318,758.590364795497
7332.5,747.177744489813,758.471167627384
7333,747.082279569762,758.352232658291
7333.5,746.987868990028,758.233815101544
7334,746.894477409595,758.116040625141
7334.5,746.802110718633,757.999071330259
7335,746.710795422903,757.883074102408
7335.5,746.620505016643,757.768141426611
7336,746.531266005615,757.654343094368
